X1,X2,Y
54.96714153011233,27.881201589886484,103.71106356666625
48.61735698828815,27.73292945808073,87.94221634427376
56.47688538100692,21.021784136849924,122.60803938095978
65.23029856408026,28.349549041492814,139.87514198482407
47.658466252766644,33.66414540910873,85.22453619177779
47.6586304305082,23.628839404616024,89.5498752251629
65.79212815507391,35.24241325525296,134.89812193686313
57.67434729152909,32.43887410542169,101.89191708496877
45.30525614065048,26.328833390144812,76.47708394168674
55.42560043585965,29.292351813310763,114.24085462770314
45.365823071875376,37.99160903820517,67.48974216327672
45.34270246429743,33.66773906752933,75.50390875193487
52.41962271566034,30.04391827449074,86.6446523322544
30.86719755342202,28.811583415195077,31.250818005299504
32.75082167486967,30.383045352258296,44.07028305611899
44.37712470759027,27.44118221028848,78.581344426705
39.87168879665576,19.476252471404926,72.07301867757772
53.142473325952736,40.210889552673656,82.67218438551444
40.91975924478789,30.776624995997008,55.4875696704379
35.87696298664709,31.990736325612687,58.005615095853585
64.65648768921554,29.710461250615456,146.90727226576178
47.74223699513465,26.32441599637706,95.41065840349437
50.67528204687924,29.070377595256147,104.77314458828361
35.75251813786544,22.003026189028443,63.769832836526476
44.556172754748175,41.385432490266524,57.02115323871162
51.10922589709866,23.827440007888022,117.49456003793654
38.490064225776976,24.840168580764104,67.75384497015722
53.75698018345672,27.798703978067998,103.63203522211988
43.99361310081195,36.44037862426189,45.463106388495135
47.083062502067236,30.07254499631327,80.43902930780322
43.98293387770603,23.81932101984769,90.8975450699212
68.52278184508938,36.271691803786695,140.5900293482358
49.86502775262066,33.65500313392741,86.31999751575444
39.422890710440996,32.69217478608226,48.55392979946055
58.225449121031886,33.5786712058542,91.70443239980654
37.791563500289776,41.97180950291225,25.46935071100694
52.08863595004755,40.925474475180565,71.98019993134993
30.403298761202244,26.56642328498352,35.57361797611957
36.71813951101569,38.11942496405576,38.86401946075895
51.96861235869123,31.9158409487945,107.9595664666034
57.38466579995411,32.495479080688746,108.15127285321356
51.7136828118997,21.538645841783357,110.3299024388807
48.843517176117594,29.14807117305902,86.160634678202
46.98896304410711,25.935882048317175,90.0902031709487
35.214780096325725,34.140294074466546,30.737402057256894
42.801557916052914,35.35540250201402,58.65545721409915
45.393612290402125,19.627568244918443,100.53219907202389
60.57122226218915,29.88982567997865,123.61150393520604
53.43618289568462,35.60930752397126,92.75026911114958
32.36959844637266,29.066605188432774,42.445565837040725
53.24083969394795,33.64531822501182,78.25670917384865
46.149177195836835,31.755827338135422,80.03083817840289
43.23077999694041,31.70830115976313,60.90761890599535
56.11676288840868,28.643425109658512,102.29672514187735
60.30999522495951,23.917095979321452,124.26017909339565
59.31280119116199,24.392349262874863,132.62203793151647
41.607824767773614,33.546762572276585,55.94934974096884
46.907876241487855,30.097291277594415,67.07329589739145
53.31263431403564,29.307438776963878,105.14732790971743
59.75545127122359,27.880549788388237,111.98838919050368
45.2082576215471,28.47405577259624,79.7952321875945
48.14341023336183,35.234558972440695,75.86910416058852
38.93665025993972,28.323779590659868,67.24700825205979
38.037933759193294,23.294676433492157,81.77792670233038
58.125258223941984,33.71825887770087,96.02184630921988
63.56240028570823,28.975616680676413,132.31617664726747
49.27989878419666,30.156979327663883,85.31505533690847
60.03532897892024,38.03789153199755,107.50020136045332
53.61636025047634,29.897197213247463,102.78003649240304
43.54880245394876,31.445918365593627,64.93420068876607
53.61395605508414,24.105382543508373,109.10388556934882
65.38036566465969,28.9016527382452,129.4061846760163
49.64173960890049,33.047630226043005,90.73285103386753
65.64643655814007,22.223131330793787,156.16668046562884
23.802548959102555,31.004225465578546,16.741341528511676
58.21902504375224,30.50395536322403,111.16599531300453
50.870470682381715,30.206437277937198,86.9438537417153
47.009926495341325,35.18579449329121,62.03166996640773
